date,tmax_c,tmin_c,tmax_f,tmin_f,city_x,respondent,respondent-name,type,type-name,timezone,timezone-description,energy_mwh,value-units,city_y,city
2025-06-11,2.83,2.33,37.09,36.19,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1344413,megawatthours,houston,houston
2025-06-12,2.72,2.17,36.9,35.91,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1324651,megawatthours,houston,houston
2025-06-13,3.33,2.28,37.99,36.1,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1478109,megawatthours,houston,houston
2025-06-14,3.39,2.5,38.1,36.5,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1497221,megawatthours,houston,houston
2025-06-15,3.44,2.28,38.19,36.1,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1392704,megawatthours,houston,houston
2025-06-16,3.33,2.33,37.99,36.19,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1493099,megawatthours,houston,houston
2025-06-17,3.5,2.5,38.3,36.5,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1561290,megawatthours,houston,houston
2025-06-18,3.5,2.61,38.3,36.7,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1578528,megawatthours,houston,houston
2025-06-19,3.5,2.61,38.3,36.7,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1597362,megawatthours,houston,houston
2025-06-20,3.56,2.61,38.41,36.7,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1609234,megawatthours,houston,houston
2025-06-21,3.56,2.72,38.41,36.9,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1548247,megawatthours,houston,houston
2025-06-22,3.44,2.56,38.19,36.61,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1537877,megawatthours,houston,houston
2025-06-23,3.44,2.56,38.19,36.61,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1584468,megawatthours,houston,houston
2025-06-24,3.56,2.5,38.41,36.5,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1557320,megawatthours,houston,houston
2025-06-25,3.17,2.44,37.71,36.39,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1498039,megawatthours,houston,houston
2025-06-26,3.5,2.44,38.3,36.39,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1516407,megawatthours,houston,houston
2025-06-27,3.44,2.39,38.19,36.3,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1541160,megawatthours,houston,houston
2025-06-28,3.5,2.39,38.3,36.3,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1551228,megawatthours,houston,houston
2025-06-29,3.39,2.44,38.1,36.39,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1510724,megawatthours,houston,houston
2025-06-30,3.44,2.33,38.19,36.19,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1518885,megawatthours,houston,houston
2025-07-01,3.61,2.39,38.5,36.3,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1492168,megawatthours,houston,houston
