date,tmax_c,tmin_c,tmax_f,tmin_f,city_x,respondent,respondent-name,type,type-name,timezone,timezone-description,energy_mwh,value-units,city_y,city,day_type,month,weekday,temp_range
2025-05-25,3.67,2.28,38.61,36.1,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,95885,megawatthours,phoenix,phoenix,Weekend,5,Sunday,<50°F
2025-05-26,3.78,2.28,38.8,36.1,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,97556,megawatthours,phoenix,phoenix,Weekday,5,Monday,<50°F
2025-05-27,3.83,2.39,38.89,36.3,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,105337,megawatthours,phoenix,phoenix,Weekday,5,Tuesday,<50°F
2025-05-28,3.94,2.33,39.09,36.19,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,107031,megawatthours,phoenix,phoenix,Weekday,5,Wednesday,<50°F
2025-05-29,3.83,2.61,38.89,36.7,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,104830,megawatthours,phoenix,phoenix,Weekday,5,Thursday,<50°F
2025-05-30,4.0,2.28,39.2,36.1,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,110731,megawatthours,phoenix,phoenix,Weekday,5,Friday,<50°F
2025-05-31,3.89,2.78,39.0,37.0,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,116771,megawatthours,phoenix,phoenix,Weekend,5,Saturday,<50°F
2025-06-01,3.28,2.06,37.9,35.71,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,103800,megawatthours,phoenix,phoenix,Weekend,6,Sunday,<50°F
2025-06-02,3.17,1.94,37.71,35.49,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,96907,megawatthours,phoenix,phoenix,Weekday,6,Monday,<50°F
2025-06-03,3.61,2.56,38.5,36.61,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,109967,megawatthours,phoenix,phoenix,Weekday,6,Tuesday,<50°F
2025-06-04,3.5,2.39,38.3,36.3,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,110125,megawatthours,phoenix,phoenix,Weekday,6,Wednesday,<50°F
2025-06-05,3.83,2.56,38.89,36.61,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,111256,megawatthours,phoenix,phoenix,Weekday,6,Thursday,<50°F
2025-06-06,4.0,2.67,39.2,36.81,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,115655,megawatthours,phoenix,phoenix,Weekday,6,Friday,<50°F
2025-06-07,4.0,2.67,39.2,36.81,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,110629,megawatthours,phoenix,phoenix,Weekend,6,Saturday,<50°F
2025-06-08,4.17,2.61,39.51,36.7,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,109708,megawatthours,phoenix,phoenix,Weekend,6,Sunday,<50°F
2025-06-09,4.28,2.67,39.7,36.81,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,122465,megawatthours,phoenix,phoenix,Weekday,6,Monday,<50°F
2025-06-10,4.22,2.72,39.6,36.9,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,124510,megawatthours,phoenix,phoenix,Weekday,6,Tuesday,<50°F
2025-06-11,4.22,2.83,39.6,37.09,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,124732,megawatthours,phoenix,phoenix,Weekday,6,Wednesday,<50°F
2025-06-12,4.22,2.89,39.6,37.2,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,122683,megawatthours,phoenix,phoenix,Weekday,6,Thursday,<50°F
2025-06-13,4.22,2.78,39.6,37.0,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,119912,megawatthours,phoenix,phoenix,Weekday,6,Friday,<50°F
2025-06-14,4.33,2.78,39.79,37.0,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,122880,megawatthours,phoenix,phoenix,Weekend,6,Saturday,<50°F
2025-06-15,4.56,2.72,40.21,36.9,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,129004,megawatthours,phoenix,phoenix,Weekend,6,Sunday,<50°F
2025-06-16,4.56,2.83,40.21,37.09,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,137265,megawatthours,phoenix,phoenix,Weekday,6,Monday,<50°F
2025-06-17,4.33,3.0,39.79,37.4,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,139193,megawatthours,phoenix,phoenix,Weekday,6,Tuesday,<50°F
2025-06-18,4.56,2.83,40.21,37.09,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,141064,megawatthours,phoenix,phoenix,Weekday,6,Wednesday,<50°F
2025-06-19,4.72,2.94,40.5,37.29,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,140832,megawatthours,phoenix,phoenix,Weekday,6,Thursday,<50°F
2025-06-20,4.33,2.89,39.79,37.2,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,128192,megawatthours,phoenix,phoenix,Weekday,6,Friday,<50°F
2025-06-21,4.11,2.78,39.4,37.0,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,121415,megawatthours,phoenix,phoenix,Weekend,6,Saturday,<50°F
2025-06-22,3.72,2.61,38.7,36.7,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,113776,megawatthours,phoenix,phoenix,Weekend,6,Sunday,<50°F
2025-06-23,4.0,2.67,39.2,36.81,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,120139,megawatthours,phoenix,phoenix,Weekday,6,Monday,<50°F
2025-06-24,4.06,2.72,39.31,36.9,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,118570,megawatthours,phoenix,phoenix,Weekday,6,Tuesday,<50°F
2025-06-25,3.94,2.61,39.09,36.7,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,118921,megawatthours,phoenix,phoenix,Weekday,6,Wednesday,<50°F
2025-06-26,4.06,2.72,39.31,36.9,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,126343,megawatthours,phoenix,phoenix,Weekday,6,Thursday,<50°F
2025-06-27,4.17,2.78,39.51,37.0,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,133774,megawatthours,phoenix,phoenix,Weekday,6,Friday,<50°F
2025-06-28,4.28,3.06,39.7,37.51,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,137126,megawatthours,phoenix,phoenix,Weekend,6,Saturday,<50°F
2025-06-29,4.56,3.06,40.21,37.51,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,144180,megawatthours,phoenix,phoenix,Weekend,6,Sunday,<50°F
2025-06-30,4.67,3.22,40.41,37.8,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,153236,megawatthours,phoenix,phoenix,Weekday,6,Monday,<50°F
2025-07-01,4.44,3.39,39.99,38.1,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,155783,megawatthours,phoenix,phoenix,Weekday,7,Tuesday,<50°F
2025-07-02,4.28,2.56,39.7,36.61,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,144476,megawatthours,phoenix,phoenix,Weekday,7,Wednesday,<50°F
2025-07-03,3.89,2.56,39.0,36.61,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,126956,megawatthours,phoenix,phoenix,Weekday,7,Thursday,<50°F
2025-07-04,3.94,2.78,39.09,37.0,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,123912,megawatthours,phoenix,phoenix,Weekday,7,Friday,<50°F
2025-07-05,4.17,3.0,39.51,37.4,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,130207,megawatthours,phoenix,phoenix,Weekend,7,Saturday,<50°F
2025-07-06,4.33,3.0,39.79,37.4,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,136565,megawatthours,phoenix,phoenix,Weekend,7,Sunday,<50°F
2025-07-07,4.39,3.28,39.9,37.9,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,147015,megawatthours,phoenix,phoenix,Weekday,7,Monday,<50°F
2025-07-08,4.44,3.33,39.99,37.99,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,153892,megawatthours,phoenix,phoenix,Weekday,7,Tuesday,<50°F
2025-07-09,4.78,3.39,40.6,38.1,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,160374,megawatthours,phoenix,phoenix,Weekday,7,Wednesday,<50°F
2025-07-10,4.5,3.5,40.1,38.3,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,157730,megawatthours,phoenix,phoenix,Weekday,7,Thursday,<50°F
2025-07-11,4.39,3.22,39.9,37.8,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,154112,megawatthours,phoenix,phoenix,Weekday,7,Friday,<50°F
2025-07-12,4.22,3.11,39.6,37.6,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,143389,megawatthours,phoenix,phoenix,Weekend,7,Saturday,<50°F
2025-07-13,4.22,3.22,39.6,37.8,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,138591,megawatthours,phoenix,phoenix,Weekend,7,Sunday,<50°F
2025-07-14,4.17,3.22,39.51,37.8,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,144670,megawatthours,phoenix,phoenix,Weekday,7,Monday,<50°F
2025-07-15,4.17,3.0,39.51,37.4,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,145208,megawatthours,phoenix,phoenix,Weekday,7,Tuesday,<50°F
2025-07-16,3.61,2.83,38.5,37.09,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,134198,megawatthours,phoenix,phoenix,Weekday,7,Wednesday,<50°F
2025-07-17,3.83,2.67,38.89,36.81,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,139812,megawatthours,phoenix,phoenix,Weekday,7,Thursday,<50°F
2025-07-18,4.22,3.11,39.6,37.6,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,141754,megawatthours,phoenix,phoenix,Weekday,7,Friday,<50°F
2025-07-19,4.17,3.06,39.51,37.51,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,136060,megawatthours,phoenix,phoenix,Weekend,7,Saturday,<50°F
2025-07-20,3.61,3.22,38.5,37.8,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,119357,megawatthours,phoenix,phoenix,Weekend,7,Sunday,<50°F
2025-07-21,4.0,2.94,39.2,37.29,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,129581,megawatthours,phoenix,phoenix,Weekday,7,Monday,<50°F
2025-07-22,3.89,2.89,39.0,37.2,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,134119,megawatthours,phoenix,phoenix,Weekday,7,Tuesday,<50°F
2025-07-23,4.0,2.94,39.2,37.29,phoenix,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,128556,megawatthours,phoenix,phoenix,Weekday,7,Wednesday,<50°F
2025-04-28,1.28,0.78,34.3,33.4,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25051,megawatthours,seattle,seattle,Weekday,4,Monday,<50°F
2025-04-29,1.5,0.83,34.7,33.49,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25228,megawatthours,seattle,seattle,Weekday,4,Tuesday,<50°F
2025-04-30,1.61,0.61,34.9,33.1,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24682,megawatthours,seattle,seattle,Weekday,4,Wednesday,<50°F
2025-05-01,2.44,0.61,36.39,33.1,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23053,megawatthours,seattle,seattle,Weekday,5,Thursday,<50°F
2025-05-02,2.06,1.0,35.71,33.8,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22878,megawatthours,seattle,seattle,Weekday,5,Friday,<50°F
2025-05-03,1.39,0.72,34.5,33.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22348,megawatthours,seattle,seattle,Weekend,5,Saturday,<50°F
2025-05-04,1.61,0.56,34.9,33.01,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22617,megawatthours,seattle,seattle,Weekend,5,Sunday,<50°F
2025-05-05,2.11,0.56,35.8,33.01,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24178,megawatthours,seattle,seattle,Weekday,5,Monday,<50°F
2025-05-06,2.5,0.89,36.5,33.6,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22791,megawatthours,seattle,seattle,Weekday,5,Tuesday,<50°F
2025-05-07,1.89,0.78,35.4,33.4,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22085,megawatthours,seattle,seattle,Weekday,5,Wednesday,<50°F
2025-05-08,1.72,0.61,35.1,33.1,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22365,megawatthours,seattle,seattle,Weekday,5,Thursday,<50°F
2025-05-09,2.11,0.67,35.8,33.21,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22317,megawatthours,seattle,seattle,Weekday,5,Friday,<50°F
2025-05-10,1.72,0.94,35.1,33.69,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20574,megawatthours,seattle,seattle,Weekend,5,Saturday,<50°F
2025-05-11,1.67,0.94,35.01,33.69,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20659,megawatthours,seattle,seattle,Weekend,5,Sunday,<50°F
2025-05-12,1.94,0.72,35.49,33.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22683,megawatthours,seattle,seattle,Weekday,5,Monday,<50°F
2025-05-13,1.56,0.89,34.81,33.6,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22788,megawatthours,seattle,seattle,Weekday,5,Tuesday,<50°F
2025-05-14,1.67,0.94,35.01,33.69,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22886,megawatthours,seattle,seattle,Weekday,5,Wednesday,<50°F
2025-05-15,1.33,0.67,34.39,33.21,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23175,megawatthours,seattle,seattle,Weekday,5,Thursday,<50°F
2025-05-16,1.5,0.89,34.7,33.6,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23634,megawatthours,seattle,seattle,Weekday,5,Friday,<50°F
2025-05-17,1.67,0.89,35.01,33.6,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22882,megawatthours,seattle,seattle,Weekend,5,Saturday,<50°F
2025-05-18,1.67,0.72,35.01,33.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22889,megawatthours,seattle,seattle,Weekend,5,Sunday,<50°F
2025-05-19,1.61,0.83,34.9,33.49,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24120,megawatthours,seattle,seattle,Weekday,5,Monday,<50°F
2025-05-20,1.56,0.83,34.81,33.49,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24282,megawatthours,seattle,seattle,Weekday,5,Tuesday,<50°F
2025-05-21,1.67,0.94,35.01,33.69,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22921,megawatthours,seattle,seattle,Weekday,5,Wednesday,<50°F
2025-05-22,2.0,0.94,35.6,33.69,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22290,megawatthours,seattle,seattle,Weekday,5,Thursday,<50°F
2025-05-23,1.94,0.94,35.49,33.69,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22538,megawatthours,seattle,seattle,Weekday,5,Friday,<50°F
2025-05-24,2.44,0.83,36.39,33.49,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21207,megawatthours,seattle,seattle,Weekend,5,Saturday,<50°F
2025-05-25,2.06,1.0,35.71,33.8,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20863,megawatthours,seattle,seattle,Weekend,5,Sunday,<50°F
2025-05-26,1.94,1.06,35.49,33.91,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21879,megawatthours,seattle,seattle,Weekday,5,Monday,<50°F
2025-05-27,2.39,0.89,36.3,33.6,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23155,megawatthours,seattle,seattle,Weekday,5,Tuesday,<50°F
2025-05-28,2.72,1.22,36.9,34.2,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22950,megawatthours,seattle,seattle,Weekday,5,Wednesday,<50°F
2025-05-29,2.06,1.22,35.71,34.2,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21891,megawatthours,seattle,seattle,Weekday,5,Thursday,<50°F
2025-05-30,2.5,1.0,36.5,33.8,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22635,megawatthours,seattle,seattle,Weekday,5,Friday,<50°F
2025-05-31,1.78,1.11,35.2,34.0,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20730,megawatthours,seattle,seattle,Weekend,5,Saturday,<50°F
2025-06-01,1.94,0.83,35.49,33.49,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20979,megawatthours,seattle,seattle,Weekend,6,Sunday,<50°F
2025-06-02,2.17,0.89,35.91,33.6,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23242,megawatthours,seattle,seattle,Weekday,6,Monday,<50°F
2025-06-03,2.33,1.06,36.19,33.91,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23381,megawatthours,seattle,seattle,Weekday,6,Tuesday,<50°F
2025-06-04,1.94,1.22,35.49,34.2,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22096,megawatthours,seattle,seattle,Weekday,6,Wednesday,<50°F
2025-06-05,2.5,1.06,36.5,33.91,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22318,megawatthours,seattle,seattle,Weekday,6,Thursday,<50°F
2025-06-06,2.61,1.39,36.7,34.5,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23585,megawatthours,seattle,seattle,Weekday,6,Friday,<50°F
2025-06-07,2.72,1.28,36.9,34.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22832,megawatthours,seattle,seattle,Weekend,6,Saturday,<50°F
2025-06-08,3.22,1.61,37.8,34.9,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24222,megawatthours,seattle,seattle,Weekend,6,Sunday,<50°F
2025-06-09,3.06,1.61,37.51,34.9,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,26694,megawatthours,seattle,seattle,Weekday,6,Monday,<50°F
2025-06-10,2.72,1.17,36.9,34.11,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25534,megawatthours,seattle,seattle,Weekday,6,Tuesday,<50°F
2025-06-11,2.06,1.06,35.71,33.91,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22494,megawatthours,seattle,seattle,Weekday,6,Wednesday,<50°F
2025-06-12,1.89,1.06,35.4,33.91,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21642,megawatthours,seattle,seattle,Weekday,6,Thursday,<50°F
2025-06-13,1.78,1.0,35.2,33.8,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22242,megawatthours,seattle,seattle,Weekday,6,Friday,<50°F
2025-06-14,2.0,0.94,35.6,33.69,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21223,megawatthours,seattle,seattle,Weekend,6,Saturday,<50°F
2025-06-15,2.17,1.11,35.91,34.0,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21207,megawatthours,seattle,seattle,Weekend,6,Sunday,<50°F
2025-06-16,2.33,1.0,36.19,33.8,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23222,megawatthours,seattle,seattle,Weekday,6,Monday,<50°F
2025-06-17,2.28,1.0,36.1,33.8,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23302,megawatthours,seattle,seattle,Weekday,6,Tuesday,<50°F
2025-06-18,2.06,1.28,35.71,34.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23008,megawatthours,seattle,seattle,Weekday,6,Wednesday,<50°F
2025-06-19,2.06,1.0,35.71,33.8,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21269,megawatthours,seattle,seattle,Weekday,6,Thursday,<50°F
2025-06-20,1.72,1.06,35.1,33.91,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22002,megawatthours,seattle,seattle,Weekday,6,Friday,<50°F
2025-06-21,1.44,1.0,34.59,33.8,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21622,megawatthours,seattle,seattle,Weekend,6,Saturday,<50°F
2025-06-22,2.0,1.17,35.6,34.11,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21415,megawatthours,seattle,seattle,Weekend,6,Sunday,<50°F
2025-06-23,2.5,1.17,36.5,34.11,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23444,megawatthours,seattle,seattle,Weekday,6,Monday,<50°F
2025-06-24,2.67,1.22,36.81,34.2,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23754,megawatthours,seattle,seattle,Weekday,6,Tuesday,<50°F
2025-06-25,2.17,1.22,35.91,34.2,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21976,megawatthours,seattle,seattle,Weekday,6,Wednesday,<50°F
2025-06-26,1.89,1.28,35.4,34.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21618,megawatthours,seattle,seattle,Weekday,6,Thursday,<50°F
2025-06-27,2.06,1.28,35.71,34.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22272,megawatthours,seattle,seattle,Weekday,6,Friday,<50°F
2025-06-28,2.39,1.28,36.3,34.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21565,megawatthours,seattle,seattle,Weekend,6,Saturday,<50°F
2025-06-29,2.67,1.28,36.81,34.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22143,megawatthours,seattle,seattle,Weekend,6,Sunday,<50°F
2025-06-30,3.06,1.56,37.51,34.81,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25683,megawatthours,seattle,seattle,Weekday,6,Monday,<50°F
2025-07-01,3.06,1.44,37.51,34.59,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25664,megawatthours,seattle,seattle,Weekday,7,Tuesday,<50°F
2025-07-02,2.39,1.22,36.3,34.2,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23727,megawatthours,seattle,seattle,Weekday,7,Wednesday,<50°F
2025-07-03,2.06,1.17,35.71,34.11,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21534,megawatthours,seattle,seattle,Weekday,7,Thursday,<50°F
2025-07-04,2.33,1.28,36.19,34.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20871,megawatthours,seattle,seattle,Weekday,7,Friday,<50°F
2025-07-05,2.39,1.17,36.3,34.11,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21301,megawatthours,seattle,seattle,Weekend,7,Saturday,<50°F
2025-07-06,2.61,1.39,36.7,34.5,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21980,megawatthours,seattle,seattle,Weekend,7,Sunday,<50°F
2025-07-07,2.94,1.44,37.29,34.59,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25144,megawatthours,seattle,seattle,Weekday,7,Monday,<50°F
2025-07-08,2.94,1.44,37.29,34.59,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25706,megawatthours,seattle,seattle,Weekday,7,Tuesday,<50°F
2025-07-09,2.22,1.5,36.0,34.7,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23118,megawatthours,seattle,seattle,Weekday,7,Wednesday,<50°F
2025-07-10,2.28,1.39,36.1,34.5,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22212,megawatthours,seattle,seattle,Weekday,7,Thursday,<50°F
2025-07-11,2.89,1.5,37.2,34.7,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23941,megawatthours,seattle,seattle,Weekday,7,Friday,<50°F
2025-07-12,2.83,1.78,37.09,35.2,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24080,megawatthours,seattle,seattle,Weekend,7,Saturday,<50°F
2025-07-13,3.22,1.78,37.8,35.2,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24864,megawatthours,seattle,seattle,Weekend,7,Sunday,<50°F
2025-07-14,2.56,1.67,36.61,35.01,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25822,megawatthours,seattle,seattle,Weekday,7,Monday,<50°F
2025-07-15,3.11,1.33,37.6,34.39,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,26321,megawatthours,seattle,seattle,Weekday,7,Tuesday,<50°F
2025-07-16,3.44,1.89,38.19,35.4,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,27180,megawatthours,seattle,seattle,Weekday,7,Wednesday,<50°F
2025-07-17,3.0,1.33,37.4,34.39,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25557,megawatthours,seattle,seattle,Weekday,7,Thursday,<50°F
2025-07-18,2.11,1.33,35.8,34.39,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23662,megawatthours,seattle,seattle,Weekday,7,Friday,<50°F
2025-07-19,2.11,1.28,35.8,34.3,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21489,megawatthours,seattle,seattle,Weekend,7,Saturday,<50°F
2025-07-20,1.83,1.06,35.29,33.91,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21332,megawatthours,seattle,seattle,Weekend,7,Sunday,<50°F
2025-07-21,2.5,1.22,36.5,34.2,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24051,megawatthours,seattle,seattle,Weekday,7,Monday,<50°F
2025-07-22,2.56,1.39,36.61,34.5,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24378,megawatthours,seattle,seattle,Weekday,7,Tuesday,<50°F
2025-07-23,2.83,1.39,37.09,34.5,seattle,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24213,megawatthours,seattle,seattle,Weekday,7,Wednesday,<50°F
